"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"hsa-miR-26a-5p",23801.3412328366,-0.0275820606195814,0.329470386540077,-0.083716357361381,0.93328195150625,0.9954112309327
"hsa-miR-26b-3p",87.3287356666565,-0.172027161172073,0.701090297653442,-0.245370905499406,0.806169254574327,0.9954112309327
"hsa-miR-26b-5p",8980.70445391176,-0.186517303197418,0.296819755456089,-0.628385745115981,0.529751273009202,0.9954112309327
"hsa-miR-27a-3p/27b-3p",170002.931509956,0.412980781145444,0.657168903857331,0.628424106377226,NA,NA
"hsa-miR-27a-5p",23.0013068655937,0.145192883994907,0.809249382669868,0.179416737416453,0.857610490063733,0.9954112309327
"hsa-miR-27b-5p",32.6848705929912,1.16525663733896,0.886497059083564,1.31445065203439,0.188694594439277,0.9954112309327
"hsa-miR-28-3p",10379.094512132,-0.706319070720521,0.477076936107203,-1.48051397429492,0.138736134196272,0.9954112309327
"hsa-miR-28-5p",312.636572632649,0.202279617797841,0.638611060274132,0.316749317982389,0.751433823746538,0.9954112309327
"hsa-miR-296-5p",26.772557600708,1.06083891385803,0.99546211272019,1.06567482609578,0.286570661237421,0.9954112309327
"hsa-miR-299-3p",4.6682122519489,0.347695099803283,1.93250343732515,0.179919524637193,0.857215746882753,0.9954112309327
"hsa-miR-29a-3p",3721.04255327349,0.0229602298051618,0.62535853113646,0.036715305959665,NA,NA
"hsa-miR-29b-2-5p",9.01769821604624,-0.0166954378700401,1.53420193858597,-0.0108821644987803,0.991317460325212,0.9954112309327
"hsa-miR-29b-3p",96.9769879596504,-0.16263964734056,0.619903274672025,-0.262362942713293,0.793041639663712,0.9954112309327
"hsa-miR-29c-3p",2490.25749365745,-0.106940703825337,0.42201892548303,-0.253402625730436,0.799957098822001,0.9954112309327
"hsa-miR-29c-5p",17.7141247292203,0.514149935602965,0.923563147042022,0.55670252461857,0.577730691731681,0.9954112309327
"hsa-miR-301a-3p",1003.87148309762,-0.349532595219225,0.567922570114628,-0.615458186753657,0.538252174803496,0.9954112309327
"hsa-miR-301b-3p",39.6707739097178,-0.755435633937877,0.722997282110202,-1.04486649207449,0.296084678335069,0.9954112309327
"hsa-miR-3065-5p",13.040722661608,2.67820708937355,2.00569192953893,1.33530331848581,NA,NA
"hsa-miR-3074-5p",50.7827019840547,0.549958089841398,0.518607791035906,1.06045088282008,0.288939524046351,0.9954112309327
"hsa-miR-30a-3p",160.493101397483,0.53568895023126,0.591759105230408,0.905248344294903,0.365333835504699,0.9954112309327
"hsa-miR-30a-5p",33488.5026012009,0.278013324957636,0.580907338481766,0.478584632248302,NA,NA
"hsa-miR-30b-5p/30c-5p",1191.86829576906,0.298156732246455,0.420978356336303,0.708247176508689,0.478791774170069,0.9954112309327
"hsa-miR-30c-1-3p",41.6717303384947,-0.0925470741782279,0.654346072728385,-0.141434445831302,0.887526743925719,0.9954112309327
"hsa-miR-30c-2-3p",71.5141171536039,0.51253889476923,0.642594319989928,0.797608816052502,0.425097533380967,0.9954112309327
"hsa-miR-30d-3p",181.87908449715,0.172794770290467,0.637935538214406,0.270865565467825,0.786494430059704,0.9954112309327
"hsa-miR-30d-5p",88803.6289648082,-0.134789014937337,0.324975491413405,-0.414766708563478,0.678312692831186,0.9954112309327
"hsa-miR-30e-3p",442.728806372738,-0.437742780196397,0.489185737516901,-0.894839621486866,0.370872826706182,0.9954112309327
"hsa-miR-30e-5p",101697.594359432,-0.189833238398884,0.271683361135968,-0.698729718320435,0.484720957939537,0.9954112309327
"hsa-miR-31-5p",20.2439317169961,-0.125364193408199,0.63741109527748,-0.196677143427548,0.844080197629871,0.9954112309327
"hsa-miR-3117-3p",15.50100274387,-0.608276639184003,1.05806307227638,-0.574896388620123,0.565361372485285,0.9954112309327
"hsa-miR-3120-3p",4.67583584931259,0.37381052243842,2.21496078489938,0.168766203441114,0.865980542703567,0.9954112309327
"hsa-miR-3121-3p",6.99521125497524,0.653371954846032,1.49691412226445,0.436479250965745,0.6624890502609,0.9954112309327
"hsa-miR-3122",5.34900701821449,0.149686636045098,1.57910205441354,0.0947922495741987,0.924479843095387,0.9954112309327
"hsa-miR-3127-5p",48.6068483547427,0.594129178190246,1.04517947146819,0.568447041306368,0.569731456087358,0.9954112309327
"hsa-miR-3128",29.8184461933391,0.468223834860098,1.15014908289428,0.407098385612622,NA,NA
"hsa-miR-3130-5p",31.570505739892,1.05996567659595,0.767674673093108,1.38074853026627,0.167356293940846,0.9954112309327
"hsa-miR-3133",7.67554721844003,-0.664277440882897,2.59867317866842,-0.255621771269936,0.798242905754115,0.9954112309327
"hsa-miR-3135a",9.24531175822808,0.36950343071216,1.98802260456812,0.185864803480155,0.852550783966837,0.9954112309327
"hsa-miR-3136-5p",17.0536274123685,0.157337472620392,0.842957152682805,0.186649430661627,0.851935507662246,0.9954112309327
"hsa-miR-3138-3p",8.24082770374582,2.76108395395404,1.9501429561998,1.41583669298506,0.156823323709735,0.9954112309327
"hsa-miR-3139-5p",5.67949307501037,0.815496364678691,1.64796924154331,0.494849263032959,0.620706527345612,0.9954112309327
"hsa-miR-3143",139.095369206008,0.0247356044547759,0.630897418705821,0.0392070148353384,0.96872534090851,0.9954112309327
"hsa-miR-3150b-3p",25.3468551044546,-1.89503109952943,1.66224430380862,-1.14004367179207,0.254268107229519,0.9954112309327
"hsa-miR-3157-3p",27.992549308986,0.724343836475722,0.951424347170899,0.761325730868239,0.446462535443136,0.9954112309327
"hsa-miR-3158-3p",1197.98325410508,0.0205108336626844,0.590176298962602,0.0347537400243585,0.972276108439803,0.9954112309327
"hsa-miR-3160-3p",33.7614975250338,-0.209275980062591,1.02125451391357,-0.204920494559795,NA,NA
"hsa-miR-3163",13.9164066304426,-0.351727942715781,1.40206958549857,-0.250863399615582,0.801919722566398,0.9954112309327
